Model,Selling Price,Kilometers Driven,Year,Owner,Fuel Type,Transmission,Car Condition,current price
182,678499.0,27623.0,2018.0,1,0,1,4.8,752408.0
302,124999.0,30376.0,2014.0,1,1,1,4.5,768165.0
250,395899.0,62589.0,2018.0,2,2,1,4.6,1339385.0
188,307699.0,136962.0,2014.0,2,1,0,4.1,817360.0
53,690099.0,22016.0,2017.0,2,1,1,4.7,1370369.0
3,1042699.0,57079.0,2012.0,1,0,0,4.2,865909.0
188,401599.0,14225.0,2015.0,2,1,0,4.2,1105148.0
66,626499.0,18439.0,2016.0,1,1,0,4.6,1133288.0
139,253136.0,53501.0,2012.0,1,2,1,4.0,1307941.0
232,456699.0,93657.0,2015.0,1,1,1,4.3,1491448.0
55,254199.0,132921.0,2010.0,1,1,1,4.1,1015471.0
242,761999.0,24367.0,2016.0,1,0,1,4.2,1338858.0
257,254853.0,46535.0,2010.0,1,1,1,3.9,1086730.0
131,284499.0,140044.0,2014.0,1,0,1,4.5,843706.0
249,376699.0,17291.0,2013.0,1,1,1,4.5,763698.0
188,370199.0,23897.0,2015.0,1,1,0,4.3,1008646.0
242,887599.0,12581.0,2018.0,1,0,1,4.9,1350507.0
73,891199.0,70349.0,2017.0,2,0,0,4.6,924049.0
77,526899.0,64106.0,2015.0,2,0,1,4.2,1200109.0
227,422751.0,36839.0,2013.0,1,0,1,4.3,962357.0
55,609299.0,48845.0,2014.0,1,1,1,4.3,1472941.0
73,1246699.0,22608.0,2017.0,1,0,0,4.8,988011.0
266,402399.0,73503.0,2013.0,2,0,1,3.8,1015034.0
150,295885.0,64703.0,2013.0,1,1,1,4.5,961025.0
106,565099.0,20935.0,2018.0,1,1,0,4.8,822812.0
226,483499.0,21714.0,2017.0,2,1,1,4.6,1452983.0
250,272099.0,99966.0,2012.0,1,2,1,4.3,1336572.0
230,456399.0,75547.0,2013.0,2,0,1,4.3,1018972.0
242,883799.0,24353.0,2019.0,1,0,1,4.5,1180500.0
320,326099.0,67401.0,2013.0,1,0,1,4.4,1485957.0
250,349575.0,75341.0,2013.0,2,2,1,4.3,1443779.0
142,320570.0,43617.0,2012.0,2,1,1,4.2,1409664.0
226,474399.0,75644.0,2015.0,1,1,1,4.2,1412094.0
150,317599.0,39086.0,2011.0,1,1,1,4.5,817387.0
45,320099.0,52290.0,2015.0,1,1,1,4.3,1213737.0
172,261499.0,8267.0,2017.0,1,1,1,4.8,1002521.0
232,377750.0,86980.0,2012.0,1,1,1,4.9,965273.0
257,248099.0,32137.0,2011.0,2,1,1,4.5,782591.0
54,420399.0,51808.0,2012.0,2,1,0,4.0,1320659.0
210,408199.0,83719.0,2012.0,1,0,1,4.3,1017297.0
111,256199.0,91014.0,2014.0,1,2,1,4.1,1001116.0
217,258799.0,82092.0,2010.0,1,0,1,3.9,964986.0
244,638199.0,64429.0,2017.0,1,0,1,4.8,1119877.0
333,818599.0,67180.0,2014.0,1,0,1,4.5,1199919.0
210,452699.0,125259.0,2012.0,1,1,1,4.2,1087185.0
56,708899.0,36119.0,2015.0,1,1,0,4.3,936227.0
226,333240.0,33742.0,2013.0,1,1,1,4.3,1112116.0
262,181899.0,196982.0,2012.0,1,0,1,4.2,1000571.0
226,356999.0,86246.0,2012.0,1,1,1,4.0,1193211.0
320,318099.0,61443.0,2012.0,1,0,1,4.5,1119745.0
257,78599.0,97341.0,2008.0,2,2,1,4.3,815706.0
45,373799.0,23011.0,2013.0,2,1,1,4.1,1465081.0
226,489399.0,28652.0,2014.0,1,0,1,4.7,1441205.0
174,346099.0,54173.0,2018.0,1,1,1,4.5,1363643.0
249,235699.0,96735.0,2013.0,2,1,1,4.1,1466988.0
171,167999.0,48254.0,2010.0,1,1,1,4.5,905994.0
294,475399.0,72550.0,2013.0,1,0,1,4.0,971211.0
179,589499.0,88453.0,2016.0,1,0,1,4.7,1304670.0
230,333399.0,105059.0,2011.0,2,0,1,4.2,1094116.0
257,183399.0,71023.0,2008.0,2,1,1,4.1,1262060.0
86,506699.0,91244.0,2015.0,1,0,1,4.2,961647.0
278,458299.0,5726.0,2019.0,1,1,0,5.0,1087891.0
176,361399.0,15293.0,2017.0,1,1,1,4.6,877132.0
230,414599.0,95770.0,2014.0,1,0,1,4.3,1482485.0
75,758699.0,111100.0,2016.0,1,0,1,4.7,972806.0
226,336899.0,64993.0,2011.0,1,0,1,4.0,794502.0
3,1505899.0,51266.0,2015.0,2,0,0,4.7,1350732.0
287,586799.0,83967.0,2016.0,1,0,1,4.6,849750.0
55,525799.0,94066.0,2014.0,1,1,1,4.3,1106944.0
174,306799.0,70048.0,2015.0,1,1,1,4.1,1370867.0
262,254799.0,116831.0,2012.0,1,0,1,4.2,1021307.0
77,653299.0,83167.0,2016.0,1,0,1,4.3,1201393.0
51,451699.0,44987.0,2010.0,1,1,1,4.3,1450428.0
172,277099.0,47169.0,2013.0,1,1,1,4.2,1495663.0
51,212899.0,72880.0,2008.0,1,1,1,4.8,1180419.0
116,281702.0,53029.0,2009.0,2,1,1,4.1,1229476.0
237,408599.0,89947.0,2014.0,1,0,1,4.3,1123488.0
249,428999.0,53211.0,2018.0,2,1,1,4.5,1033036.0
104,294461.0,97600.0,2014.0,1,0,1,4.4,1346840.0
150,314399.0,47774.0,2012.0,1,1,1,4.3,1055953.0
257,134099.0,35561.0,2009.0,2,1,1,4.1,905907.0
237,440099.0,25850.0,2015.0,1,0,1,4.5,1421428.0
226,385199.0,146312.0,2012.0,1,0,1,4.0,833909.0
150,344599.0,24034.0,2012.0,1,1,1,4.1,894151.0
226,339499.0,27649.0,2012.0,1,1,1,4.3,966216.0
69,389999.0,70258.0,2014.0,1,0,1,4.4,1187823.0
172,295699.0,21745.0,2017.0,1,1,1,4.7,1478233.0
91,181299.0,43604.0,2013.0,1,1,1,4.2,952266.0
174,240299.0,35810.0,2014.0,2,1,1,4.2,1337020.0
140,208120.0,59044.0,2008.0,1,1,1,4.0,1378777.0
220,261409.0,55012.0,2010.0,1,1,1,4.0,949257.0
338,1952397.0,56600.0,2018.0,1,0,0,4.8,1469272.0
147,284199.0,37076.0,2012.0,2,1,1,4.5,1338046.0
150,339844.0,51654.0,2011.0,1,1,1,4.1,895137.0
180,548999.0,28786.0,2018.0,1,1,1,4.8,1171842.0
226,344499.0,73151.0,2010.0,2,0,1,4.2,1444137.0
342,355530.0,66519.0,2016.0,2,1,1,4.3,1048577.0
164,822193.0,30586.0,2017.0,2,0,1,5.0,1031198.0
57,668999.0,48085.0,2016.0,1,1,1,4.6,1352423.0
153,294799.0,55764.0,2012.0,2,0,1,4.3,998672.0
45,300499.0,33783.0,2012.0,1,1,1,4.4,809011.0
257,151015.0,68075.0,2008.0,1,1,1,4.3,1213102.0
39,330690.0,99345.0,2013.0,2,0,1,4.2,871983.0
266,469199.0,118398.0,2013.0,1,0,1,4.2,1167004.0
172,290999.0,10123.0,2018.0,1,1,1,4.8,938261.0
166,1028708.0,64051.0,2016.0,1,0,0,4.9,858824.0
174,180199.0,21023.0,2012.0,2,1,1,4.3,1479307.0
292,1429399.0,37870.0,2016.0,1,1,0,4.0,1068825.0
211,402399.0,87825.0,2013.0,1,0,1,4.2,954894.0
17,534799.0,111524.0,2014.0,1,0,1,4.0,990202.0
143,364499.0,69848.0,2012.0,1,1,0,4.3,1288069.0
21,415799.0,66940.0,2013.0,1,0,1,4.5,1074671.0
249,231299.0,48546.0,2011.0,2,1,1,4.0,1378704.0
342,302899.0,40836.0,2012.0,1,1,1,3.9,978071.0
101,383599.0,23213.0,2017.0,1,1,1,4.8,1403326.0
174,334599.0,20127.0,2014.0,2,1,1,4.3,1231511.0
171,229399.0,35190.0,2012.0,2,1,1,4.3,1336985.0
332,1016899.0,111562.0,2015.0,1,0,1,4.7,1309231.0
171,222199.0,41967.0,2011.0,1,1,1,3.9,1087689.0
328,1189399.0,46415.0,2013.0,1,0,1,4.5,1083619.0
337,1457099.0,183456.0,2017.0,1,0,1,4.4,1397652.0
171,252599.0,26363.0,2009.0,1,1,1,4.3,1283313.0
17,696599.0,39286.0,2015.0,1,0,1,4.6,976086.0
27,246999.0,100669.0,2015.0,1,0,1,4.0,787760.0
55,336699.0,135778.0,2010.0,1,1,1,4.5,1064316.0
171,134799.0,42016.0,2010.0,1,1,1,4.3,1079759.0
210,549199.0,30956.0,2015.0,2,1,1,4.0,1375546.0
51,263899.0,111451.0,2010.0,1,1,1,4.2,1043095.0
249,390399.0,57275.0,2014.0,1,1,1,4.4,968404.0
174,128899.0,83421.0,2010.0,2,1,1,3.6,1106331.0
172,335661.0,16787.0,2017.0,1,1,1,4.7,1431727.0
142,345999.0,15260.0,2012.0,1,1,1,4.3,989230.0
39,343899.0,55933.0,2014.0,1,0,1,4.6,800616.0
201,741599.0,19717.0,2019.0,1,0,1,4.6,883897.0
230,470199.0,61450.0,2013.0,1,0,1,4.2,1362469.0
346,416299.0,46682.0,2016.0,3,1,1,4.5,952828.0
249,402899.0,12380.0,2015.0,1,1,1,4.4,761039.0
78,730599.0,45552.0,2017.0,1,1,1,4.6,1204688.0
31,275499.0,54858.0,2008.0,2,1,0,4.2,1417730.0
51,337199.0,127174.0,2011.0,1,1,1,3.7,1004210.0
226,504255.0,38597.0,2015.0,1,1,1,4.6,1261228.0
230,289999.0,128836.0,2012.0,1,0,1,4.0,1354181.0
174,346399.0,7960.0,2015.0,1,1,1,4.7,1492517.0
277,378799.0,8500.0,2016.0,1,1,1,4.7,1411639.0
139,248899.0,32101.0,2011.0,1,1,1,4.2,1156810.0
139,285199.0,57031.0,2013.0,2,1,1,4.3,1481992.0
172,280999.0,21691.0,2017.0,1,1,1,4.6,1255448.0
139,251399.0,88696.0,2012.0,1,1,1,4.3,1130601.0
249,420399.0,20550.0,2017.0,1,1,1,4.6,781508.0
316,258899.0,160368.0,2012.0,2,0,1,4.3,925821.0
122,305599.0,88812.0,2011.0,1,0,1,4.5,987213.0
226,288699.0,95044.0,2010.0,1,1,1,3.9,852530.0
232,410599.0,59395.0,2014.0,1,1,1,4.3,1203298.0
79,644000.0,23136.0,2017.0,1,1,1,4.5,1447268.0
198,695799.0,76673.0,2016.0,1,0,1,4.6,1038920.0
103,510799.0,21601.0,2018.0,1,1,1,4.7,752931.0
188,448299.0,19290.0,2016.0,2,1,0,4.7,778445.0
188,406099.0,53799.0,2014.0,1,1,0,4.3,757730.0
45,223399.0,103826.0,2012.0,1,1,1,4.2,864828.0
328,1012699.0,93756.0,2011.0,1,0,1,4.4,1285524.0
347,550699.0,68093.0,2015.0,2,0,1,4.3,967661.0
45,257199.0,118056.0,2012.0,2,1,1,3.9,1167612.0
174,241599.0,45540.0,2017.0,3,1,1,4.8,929203.0
172,261499.0,57525.0,2013.0,1,1,1,4.3,850620.0
54,465599.0,104084.0,2013.0,1,1,0,4.3,900013.0
51,244699.0,73179.0,2009.0,2,1,1,4.3,828450.0
45,232999.0,39877.0,2012.0,1,1,1,4.0,1489849.0
63,212199.0,76158.0,2009.0,1,1,1,4.0,864569.0
110,201599.0,102210.0,2009.0,3,1,1,4.2,1065435.0
232,312899.0,101605.0,2012.0,1,1,1,4.1,1493340.0
336,1817180.0,65165.0,2018.0,1,0,1,4.7,1404042.0
174,278199.0,20994.0,2011.0,1,1,1,4.2,1165220.0
232,410799.0,63051.0,2014.0,1,1,1,4.3,1110487.0
226,418399.0,66664.0,2015.0,1,1,1,4.2,1455998.0
226,425599.0,74031.0,2014.0,1,1,1,4.4,1332187.0
212,708599.0,108116.0,2017.0,1,2,1,4.6,1300248.0
352,447499.0,71136.0,2013.0,1,0,1,4.2,990526.0
237,481799.0,98101.0,2015.0,1,0,1,4.2,959215.0
232,430499.0,115096.0,2012.0,1,1,1,4.2,1292446.0
45,331599.0,29164.0,2014.0,1,1,1,4.6,1110259.0
248,122999.0,54099.0,2009.0,2,1,1,3.6,906993.0
321,191599.0,141262.0,2011.0,1,0,1,4.2,949237.0
230,300899.0,121168.0,2012.0,1,0,1,4.2,1093215.0
250,380399.0,56328.0,2017.0,1,2,1,4.6,1317426.0
88,157199.0,68269.0,2011.0,2,1,1,4.1,1133010.0
142,354899.0,40807.0,2012.0,1,1,1,4.4,1487296.0
207,407082.0,49185.0,2018.0,1,2,1,4.7,1150147.0
249,250200.0,34903.0,2013.0,2,1,1,4.3,1285586.0
243,801299.0,16077.0,2018.0,1,0,1,4.9,1083436.0
213,689099.0,129011.0,2015.0,2,0,1,4.1,822072.0
207,317099.0,23719.0,2018.0,1,2,1,4.4,1195545.0
172,314799.0,10457.0,2019.0,1,1,1,4.9,913748.0
257,130999.0,38285.0,2009.0,1,1,1,4.3,1259693.0
174,234199.0,68156.0,2012.0,2,1,1,4.1,906993.0
217,350999.0,112264.0,2012.0,1,0,1,4.4,1033067.0
45,279399.0,76938.0,2014.0,1,1,1,4.5,1459396.0
230,433983.0,62602.0,2013.0,1,0,1,4.4,907001.0
152,372299.0,25341.0,2013.0,1,1,1,4.4,916002.0
328,1144199.0,66958.0,2012.0,1,0,1,4.9,880196.0
354,639499.0,38459.0,2015.0,1,0,0,4.6,1045395.0
143,376499.0,59419.0,2013.0,2,1,0,4.3,1286312.0
51,433699.0,69029.0,2014.0,1,0,1,4.2,983564.0
234,511099.0,80800.0,2015.0,3,1,1,4.1,1356132.0
174,177899.0,42358.0,2011.0,1,1,1,4.4,1348765.0
110,194278.0,94272.0,2008.0,2,1,1,4.5,1137395.0
252,512610.0,14747.0,2018.0,1,1,0,4.9,1174135.0
142,297399.0,44955.0,2011.0,1,1,1,4.2,1142741.0
220,333499.0,45317.0,2013.0,1,1,1,4.3,1351149.0
110,182599.0,50156.0,2009.0,2,1,1,4.1,927952.0
207,361853.0,22346.0,2018.0,1,2,1,4.8,1487436.0
110,241199.0,31094.0,2009.0,1,1,1,4.3,809552.0
81,588099.0,143079.0,2015.0,1,0,1,4.4,1473959.0
182,733199.0,7271.0,2019.0,1,0,1,4.9,952017.0
172,309199.0,34638.0,2018.0,1,1,1,4.0,1213904.0
249,376999.0,23315.0,2013.0,1,1,1,4.3,805473.0
249,338699.0,29425.0,2012.0,2,1,1,4.6,791327.0
211,768899.0,59847.0,2017.0,1,0,1,4.2,1388240.0
63,131299.0,80103.0,2007.0,2,1,1,4.0,1311869.0
173,286399.0,39380.0,2017.0,1,1,1,4.8,1113814.0
57,524199.0,95461.0,2014.0,1,0,1,4.0,1079746.0
254,183099.0,197377.0,2009.0,1,3,1,3.7,1103991.0
122,351399.0,34760.0,2011.0,2,1,1,4.3,1026067.0
230,364599.0,94644.0,2012.0,1,0,1,4.2,1257200.0
103,379099.0,54323.0,2015.0,1,1,1,4.3,1177260.0
316,343073.0,87966.0,2011.0,1,1,1,4.4,894223.0
249,353199.0,23233.0,2014.0,2,1,1,4.3,1344712.0
226,391874.0,77720.0,2013.0,1,0,1,4.3,1169405.0
86,585599.0,26073.0,2017.0,1,0,1,4.4,1122879.0
204,685899.0,30348.0,2017.0,1,1,0,4.6,849491.0
66,515199.0,13647.0,2016.0,1,1,1,4.9,1004621.0
204,719099.0,7266.0,2019.0,1,1,0,4.8,1417831.0
101,390699.0,41443.0,2016.0,1,2,1,4.7,1012208.0
237,474899.0,66450.0,2015.0,1,0,1,4.5,1093141.0
217,314799.0,93555.0,2009.0,1,1,1,4.4,822989.0
183,560885.0,28156.0,2015.0,2,1,1,4.5,772763.0
139,264370.0,31299.0,2010.0,1,1,1,4.3,1062875.0
128,393699.0,151230.0,2015.0,1,2,1,4.1,1369018.0
105,395599.0,53063.0,2016.0,1,1,1,4.4,1347949.0
341,646399.0,80345.0,2012.0,1,0,0,4.2,979543.0
250,244899.0,114593.0,2011.0,2,2,1,3.9,1425885.0
349,189769.0,91905.0,2010.0,2,1,1,4.2,1084157.0
207,378099.0,21487.0,2018.0,1,2,1,4.7,1269779.0
180,619379.0,21125.0,2019.0,1,1,1,4.9,1039766.0
93,371470.0,25439.0,2017.0,1,1,1,4.1,1393641.0
253,348699.0,42270.0,2016.0,1,1,0,4.5,1204294.0
242,723699.0,48081.0,2018.0,1,0,1,4.7,1278723.0
138,223099.0,116240.0,2008.0,1,1,1,3.9,1483763.0
188,400199.0,35251.0,2017.0,2,1,0,4.6,1318824.0
179,648780.0,107803.0,2016.0,1,0,1,4.5,1437583.0
323,323599.0,60701.0,2014.0,1,1,1,4.3,1316869.0
226,745853.0,14598.0,2019.0,1,1,1,4.9,921908.0
232,384799.0,80710.0,2013.0,2,1,1,4.3,827849.0
226,370099.0,124969.0,2014.0,1,0,1,4.5,1190226.0
180,624599.0,18822.0,2017.0,1,1,1,4.7,750087.0
209,387099.0,44983.0,2018.0,1,2,1,3.8,969997.0
242,677870.0,43573.0,2017.0,1,0,1,4.6,898098.0
316,325099.0,29045.0,2011.0,1,1,1,4.6,1013887.0
19,708799.0,10719.0,2017.0,1,1,1,4.6,1475092.0
328,1214099.0,166542.0,2012.0,1,0,1,4.4,771123.0
150,326999.0,48976.0,2013.0,2,1,1,4.2,890818.0
226,263899.0,56487.0,2011.0,1,1,1,4.2,1262799.0
100,445599.0,27183.0,2015.0,1,1,1,4.3,928911.0
171,153399.0,59696.0,2009.0,1,1,1,4.3,865354.0
171,95499.0,65053.0,2007.0,1,1,1,4.2,1023334.0
249,329199.0,11065.0,2013.0,1,1,1,4.5,893710.0
74,768899.0,61859.0,2017.0,1,1,1,4.2,849669.0
349,228799.0,104895.0,2010.0,1,1,1,4.2,1423047.0
252,370199.0,35355.0,2015.0,2,1,0,4.5,1184239.0
174,223899.0,116848.0,2013.0,1,1,1,3.7,841681.0
155,1156099.0,73227.0,2017.0,1,1,0,4.3,927276.0
4,1082099.0,83797.0,2012.0,2,0,0,4.3,775234.0
250,303399.0,100032.0,2015.0,1,2,1,4.2,775203.0
133,125470.0,72738.0,2008.0,1,1,1,4.2,1496502.0
66,673199.0,19363.0,2017.0,1,1,0,4.8,1467821.0
51,219699.0,49649.0,2010.0,1,1,1,4.1,1198707.0
193,511599.0,125241.0,2014.0,1,0,1,4.1,1480970.0
177,472199.0,20058.0,2019.0,1,2,1,4.8,977821.0
226,373499.0,79467.0,2014.0,1,1,1,4.3,1378426.0
250,255899.0,68974.0,2012.0,1,2,1,4.2,1492395.0
6,839899.0,35473.0,2011.0,2,0,0,3.9,1324071.0
159,937699.0,142341.0,2016.0,1,0,1,4.9,1476660.0
45,323499.0,83574.0,2012.0,2,1,1,4.1,763059.0
124,531199.0,48498.0,2014.0,1,0,1,4.9,1074731.0
226,353899.0,111112.0,2010.0,1,0,1,4.2,1148714.0
238,323699.0,49523.0,2008.0,2,1,1,3.9,769517.0
250,218399.0,141811.0,2010.0,1,2,1,4.6,1000538.0
178,503299.0,48337.0,2015.0,1,1,1,4.5,1183003.0
332,909299.0,75358.0,2015.0,1,0,1,4.7,1296218.0
171,247957.0,38938.0,2011.0,1,1,1,4.2,897415.0
300,124399.0,9768.0,2016.0,1,1,0,4.7,1234992.0
26,284999.0,56940.0,2014.0,1,1,1,4.4,935622.0
174,343399.0,50239.0,2014.0,1,1,1,4.3,991362.0
174,272199.0,10213.0,2015.0,1,1,1,4.8,1386507.0
230,317999.0,68930.0,2012.0,1,0,1,4.3,1097272.0
226,349299.0,62323.0,2010.0,3,1,1,4.2,1221778.0
174,229890.0,29780.0,2011.0,2,1,1,4.2,1464331.0
55,325099.0,147629.0,2011.0,1,1,1,4.4,1064229.0
48,404299.0,42468.0,2014.0,1,1,0,4.6,800796.0
232,417899.0,46314.0,2014.0,1,1,1,4.5,1418179.0
231,343699.0,49885.0,2009.0,1,1,1,4.1,1442003.0
212,417299.0,81940.0,2013.0,2,1,1,4.1,1116367.0
282,564399.0,104331.0,2012.0,2,0,0,4.4,1331915.0
150,218601.0,53140.0,2010.0,1,2,1,4.0,1017758.0
250,262499.0,134966.0,2013.0,1,2,1,4.2,792514.0
55,476099.0,104060.0,2014.0,1,0,1,4.3,804201.0
124,428999.0,51148.0,2013.0,1,1,1,4.2,1420892.0
139,180699.0,70891.0,2010.0,2,1,1,4.4,1177782.0
110,130999.0,49349.0,2009.0,1,2,1,4.2,1306457.0
308,450699.0,55186.0,2015.0,1,0,0,4.6,1438691.0
342,581899.0,15426.0,2017.0,1,1,1,4.7,972538.0
20,427399.0,114610.0,2014.0,1,1,0,4.9,1313713.0
242,695799.0,67454.0,2016.0,1,0,1,4.6,973602.0
230,412499.0,118302.0,2012.0,1,0,1,4.3,871856.0
252,409299.0,6703.0,2016.0,1,1,0,4.7,1147339.0
35,445471.0,81538.0,2016.0,1,1,1,4.5,884038.0
226,368799.0,40183.0,2012.0,1,1,1,4.0,1131810.0
124,399299.0,96225.0,2012.0,1,0,1,4.2,1375946.0
150,307999.0,54054.0,2012.0,2,1,1,4.0,1173854.0
345,705999.0,69898.0,2016.0,1,1,0,4.0,1177896.0
187,411999.0,33199.0,2018.0,1,1,1,4.8,777539.0
236,433592.0,25976.0,2017.0,1,1,1,4.7,973721.0
226,307299.0,89318.0,2012.0,1,0,1,4.1,825618.0
125,392899.0,45693.0,2012.0,1,0,1,4.9,1494542.0
307,512399.0,26793.0,2017.0,1,1,1,4.4,1239123.0
230,446599.0,85672.0,2013.0,2,0,1,4.1,1438293.0
170,306190.0,22465.0,2011.0,2,1,0,4.2,779552.0
220,375955.0,86798.0,2014.0,1,1,1,4.3,1177576.0
171,231799.0,58963.0,2012.0,1,1,1,4.0,1364663.0
192,472099.0,20010.0,2017.0,1,1,0,4.6,1045935.0
310,306099.0,115196.0,2011.0,2,0,1,4.0,1013464.0
250,308199.0,61646.0,2014.0,2,2,1,4.2,1484750.0
45,296399.0,16508.0,2013.0,2,1,1,4.3,1071116.0
146,569899.0,23390.0,2016.0,1,1,1,4.5,1372527.0
241,668099.0,23296.0,2018.0,1,1,0,4.7,765750.0
226,538299.0,43743.0,2015.0,2,1,1,4.5,994887.0
180,621199.0,5153.0,2019.0,1,1,1,4.8,1451836.0
244,602799.0,58586.0,2016.0,1,0,1,4.6,902539.0
342,193099.0,61082.0,2012.0,1,1,1,4.2,1428970.0
110,158099.0,58531.0,2008.0,1,1,1,3.9,879218.0
307,505999.0,21446.0,2017.0,1,1,1,4.3,1404589.0
188,446399.0,16920.0,2016.0,1,1,0,4.9,1057706.0
124,439599.0,48288.0,2012.0,1,0,1,4.4,1349427.0
142,216699.0,51056.0,2010.0,1,1,1,4.1,1241861.0
249,218999.0,52333.0,2010.0,1,1,1,4.3,836759.0
232,425999.0,75485.0,2014.0,1,1,1,4.3,920522.0
248,215499.0,110417.0,2010.0,1,1,1,4.0,1122930.0
124,381199.0,68374.0,2013.0,2,1,1,4.2,1114031.0
35,291499.0,72229.0,2013.0,2,1,1,4.1,1497056.0
88,187899.0,86673.0,2011.0,1,2,1,4.0,783650.0
51,316955.0,48181.0,2010.0,1,1,1,4.3,1423562.0
210,459199.0,88622.0,2013.0,1,0,1,4.3,1336456.0
141,278599.0,72977.0,2014.0,1,1,1,4.1,1453841.0
249,432099.0,19615.0,2018.0,1,1,1,4.7,1380306.0
51,276399.0,100733.0,2011.0,1,1,1,4.1,1070538.0
226,678699.0,3587.0,2016.0,1,1,1,4.9,922794.0
267,397299.0,119275.0,2013.0,1,0,1,4.2,1010822.0
171,160199.0,37485.0,2010.0,1,1,1,4.1,839516.0
82,523499.0,16277.0,2018.0,1,1,1,4.9,952654.0
156,744799.0,23085.0,2018.0,1,0,1,4.7,1457472.0
249,327899.0,50060.0,2014.0,1,2,1,4.5,1485798.0
168,761699.0,119932.0,2015.0,2,0,1,4.1,1252225.0
51,402199.0,99588.0,2011.0,1,1,1,4.2,990428.0
30,560399.0,35737.0,2018.0,1,0,1,4.8,1321638.0
220,264899.0,61011.0,2013.0,1,1,1,3.8,999552.0
71,198930.0,88506.0,2012.0,1,1,1,4.1,1391677.0
266,481199.0,51822.0,2013.0,1,0,1,4.4,1344311.0
321,312099.0,166250.0,2014.0,1,0,1,4.5,979628.0
139,204999.0,44563.0,2010.0,1,1,1,3.9,1279241.0
278,354599.0,38747.0,2018.0,1,1,0,4.5,1274239.0
249,380599.0,48243.0,2015.0,1,1,1,4.6,771924.0
178,519099.0,61456.0,2016.0,1,1,1,4.4,1305174.0
244,777899.0,32529.0,2017.0,1,0,1,4.8,919468.0
94,560972.0,58141.0,2016.0,1,2,0,4.6,1376286.0
232,567899.0,3813.0,2014.0,1,1,1,4.8,909959.0
205,248199.0,55911.0,2011.0,1,1,1,3.4,1160563.0
139,185887.0,83431.0,2013.0,3,1,1,4.1,969897.0
172,261199.0,21862.0,2014.0,1,1,1,4.5,1368837.0
53,489199.0,42466.0,2015.0,1,1,1,3.9,968404.0
51,276399.0,95921.0,2011.0,1,1,1,4.2,1310474.0
143,291899.0,54471.0,2011.0,2,1,0,4.0,1413383.0
124,398299.0,68355.0,2012.0,1,0,1,4.4,1131725.0
180,509199.0,63655.0,2017.0,1,1,1,4.6,1013640.0
249,336899.0,65033.0,2017.0,2,1,1,4.6,1491161.0
191,442799.0,33556.0,2017.0,1,1,0,4.7,1218283.0
78,578399.0,22061.0,2016.0,1,1,1,4.5,1067888.0
163,685830.0,80820.0,2017.0,2,0,0,4.6,876970.0
47,311099.0,31719.0,2012.0,1,1,1,4.3,823103.0
110,300099.0,17702.0,2010.0,1,1,1,4.8,863873.0
257,220199.0,40177.0,2010.0,2,1,1,4.2,1121720.0
208,305899.0,23704.0,2014.0,1,1,1,4.5,1335706.0
217,330399.0,41832.0,2010.0,1,1,1,4.4,1374859.0
316,290199.0,54147.0,2011.0,1,1,1,4.5,1282378.0
316,204799.0,72310.0,2012.0,1,1,1,3.9,1470426.0
35,589410.0,28944.0,2018.0,1,1,1,4.9,1312809.0
44,269668.0,67484.0,2013.0,2,2,1,4.1,846704.0
228,303599.0,154599.0,2014.0,1,0,1,4.4,1193093.0
236,134599.0,105021.0,2008.0,1,2,1,4.1,1375096.0
232,366099.0,53422.0,2012.0,1,1,1,4.5,1106298.0
124,359999.0,84640.0,2011.0,3,2,1,4.3,1177394.0
249,276299.0,24956.0,2012.0,2,1,1,4.4,1261921.0
346,502599.0,53868.0,2016.0,1,1,1,4.4,1472065.0
81,511699.0,87142.0,2015.0,1,0,1,4.1,1227387.0
210,699599.0,23310.0,2017.0,1,1,1,4.5,884518.0
86,586699.0,6210.0,2017.0,1,1,1,4.8,891930.0
304,350599.0,47422.0,2017.0,1,0,1,4.5,827972.0
346,520999.0,75024.0,2015.0,1,1,1,4.2,1214325.0
59,194499.0,89708.0,2008.0,1,1,1,4.2,1336667.0
275,264499.0,34265.0,2017.0,2,1,1,4.3,1258132.0
167,562700.0,90510.0,2013.0,1,0,1,4.2,1033425.0
257,169999.0,75010.0,2011.0,1,1,1,4.2,1166439.0
178,772699.0,23424.0,2019.0,1,1,1,4.9,844216.0
226,667699.0,26591.0,2017.0,1,1,1,4.8,1045493.0
227,331999.0,97757.0,2012.0,1,0,1,4.3,1428163.0
87,586199.0,39327.0,2015.0,2,2,1,4.6,1244166.0
172,231699.0,57434.0,2014.0,1,1,1,4.3,1268160.0
207,349999.0,44146.0,2018.0,1,2,1,4.6,1280166.0
100,450099.0,12453.0,2017.0,1,1,1,4.7,1415378.0
115,1378399.0,76578.0,2016.0,1,0,0,4.3,966337.0
51,340699.0,142543.0,2009.0,1,1,1,4.2,1314811.0
249,216441.0,99248.0,2012.0,2,1,1,4.3,1245313.0
172,250799.0,55484.0,2016.0,2,1,1,4.7,1120570.0
174,237999.0,45111.0,2014.0,1,1,1,4.5,1137459.0
100,447283.0,41357.0,2016.0,1,1,1,4.5,922986.0
226,495199.0,50674.0,2014.0,1,0,1,4.5,1464332.0
163,552399.0,26053.0,2015.0,2,0,0,4.6,1389438.0
64,291268.0,117168.0,2010.0,1,1,1,4.2,1480683.0
